name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"13617, USA",2020-03-01,27.2,7.3,17.1,23.3,-3.3,10.4,6,63.25,0,,0,,2.99,11.25,,8.6,211.4,1019.4,18.5,91,,,0,,2020-03-01T06:37:04,2020-03-01T17:49:11,0.18,Clear,Clear conditions throughout the day.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-03-02,43.7,22.8,34.6,37,15.1,28,29.9,83.12,0.31,,45.83,,0.1,11.2,27.4,15.5,165.7,1006.8,55,89.9,,,0,,2020-03-02T06:35:20,2020-03-02T17:50:31,0.23,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-03-03,41.3,30.6,35.8,39.1,26.3,31.2,32.6,88.63,0.48,,41.67,,0,8.45,33.3,14.8,167.4,1001,48.8,81.3,,,0,,2020-03-03T06:33:35,2020-03-03T17:51:51,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-03-04,39.5,33.9,36.1,31.6,25.1,28.1,28.6,74.75,0.01,,4.17,,0,5.7,28.3,15.3,256.7,1002.7,48.7,89.2,,,0,,2020-03-04T06:31:49,2020-03-04T17:53:10,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-03-05,36.4,28.6,32.6,31.6,22.5,27.3,25.1,73.77,0,,0,,0,4.64,19.8,11.4,210.4,1017.9,35.8,90.9,,,0,,2020-03-05T06:30:03,2020-03-05T17:54:29,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-03-06,32.7,26.4,31,30.3,15.9,21.9,24.4,76.75,0,,0,,0,3.32,31.1,18.2,47.8,1018.3,54.8,90.7,,,0,,2020-03-06T06:28:16,2020-03-06T17:55:48,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-03-07,32.4,15.9,25,25.3,9.3,17.1,9.6,52.72,0.01,,4.17,,0,2.51,24.2,11.1,234.8,1028.6,7.9,91.8,,,0,,2020-03-07T06:26:29,2020-03-07T17:57:06,0.46,Snow,Clear conditions throughout the day with morning rain.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-03-08,44.6,29.3,37,39.1,19.1,30.3,25.1,62.66,0,,0,,0.08,2.32,27.7,12.6,221.7,1025.3,31.2,96.2,,,0,,2020-03-08T07:24:41,2020-03-08T18:58:24,0.49,Partially cloudy,Partly cloudy throughout the day.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-03-09,57.9,43.5,49.6,57.9,37.6,47,29.1,45.76,0.03,,4.17,,3.95,4.61,27.7,13.9,219.9,1019.6,26.3,100.1,,,0,,2020-03-09T07:22:52,2020-03-09T18:59:42,0.5,"Snow, Partially cloudy",Partly cloudy throughout the day with late afternoon snow.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-03-10,50.5,31,43.4,50.5,23.7,38.7,39.2,85.19,0.38,,58.33,,3.22,6.16,27.7,14.3,233.8,1012.9,45.8,117.6,,,0,,2020-03-10T07:21:04,2020-03-10T19:01:00,0.51,"Snow, Partially cloudy",Partly cloudy throughout the day with a chance of snow throughout the day.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-03-11,30,21.3,26.7,29.6,15,21.8,14.8,61.28,0,,4.17,,1.8,5.69,,9,190.3,1023,38.5,71,,,0,,2020-03-11T07:19:15,2020-03-11T19:02:17,0.53,Partially cloudy,Partly cloudy throughout the day.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-03-12,40.2,27.4,33,34.5,19.3,26.3,21.8,63.14,0,,0,,0,4.43,24.2,9.8,67.1,1019.4,51.5,91,,,0,,2020-03-12T07:17:25,2020-03-12T19:03:35,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-03-13,47.3,34,41.1,41,27.2,33.5,31.4,69.57,0.43,,37.5,,0,3.81,41.2,25.6,187.8,1006.8,50.2,69.4,,,0,,2020-03-13T07:15:36,2020-03-13T19:04:52,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-03-14,43.3,34.1,37.9,37.1,25.3,29.9,20.3,49.3,0,,0,,0,1.18,29.6,18.2,280.7,1024.1,45,61,,,0,,2020-03-14T07:13:45,2020-03-14T19:06:09,0.65,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-03-15,32.5,19.8,25.5,26.3,9.1,17.8,8,47.53,0,,0,,0,1.18,17.2,9.4,314,1036.7,4.1,92.5,,,0,,2020-03-15T07:11:55,2020-03-15T19:07:25,0.71,Clear,Clear conditions throughout the day.,clear-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-03-16,36.8,17.4,26.1,31.2,8.9,20,10.8,52.92,0,,0,,5.12,5.12,27.7,8.3,72,1033.4,5.2,92.1,,,0,,2020-03-16T07:10:05,2020-03-16T19:08:42,0.76,Clear,Clear conditions throughout the day.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-03-17,42.9,29.8,38.2,35.7,24,30.8,29.2,71.16,0.15,,33.33,,0.38,5.12,29,14.9,216.2,1017.3,46.5,90.6,,,0,,2020-03-17T07:08:14,2020-03-17T19:09:58,0.81,"Snow, Partially cloudy",Partly cloudy throughout the day with snow in the morning and afternoon.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-03-18,42.5,22.5,33.7,39.5,20.7,29.4,19.4,56.68,0,,4.17,,0.25,2.93,,8.6,172.3,1029.2,9.7,91.8,,,0,,2020-03-18T07:06:23,2020-03-18T19:11:14,0.86,Clear,Clear conditions throughout the day.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-03-19,45.1,33.4,38.3,40.8,26.5,33.3,27.4,64.66,0,,4.17,,2.14,3.94,27.7,9.1,64.3,1024.1,46.2,91.4,,,0,,2020-03-19T07:04:32,2020-03-19T19:12:30,0.9,Partially cloudy,Partly cloudy throughout the day.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-03-20,62.2,31.1,48.3,62.2,20.1,44.9,42.7,81.21,0.48,,50,,0,3.41,43.4,24.7,205,1006.4,48.7,121.4,,,0,,2020-03-20T07:02:41,2020-03-20T19:13:46,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-03-21,29.7,15.8,22.3,19.4,4,12.6,6.7,51.49,0,,0,,0,0,28.6,19.1,326.2,1032.2,5.5,135.7,,,0,,2020-03-21T07:00:49,2020-03-21T19:15:01,0.97,Clear,Clear conditions throughout the day.,clear-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-03-22,32.9,14.6,24,25.5,8.6,16.9,8.4,52.77,0,,0,,0.74,0.74,21.9,11.1,64,1039.7,0.2,92.7,,,0,,2020-03-22T06:58:58,2020-03-22T19:16:17,0.99,Clear,Clear conditions throughout the day.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-03-23,34.7,23.5,29.9,28,14.5,23.3,23.4,77.53,0.04,,25,,0.76,1.18,32.2,11.1,100.8,1027.1,36.9,88.9,,,0,,2020-03-23T06:57:07,2020-03-23T19:17:32,1,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-03-24,41.9,27.7,33.6,39.6,26,31.7,29.3,85.03,0,,4.17,,1.81,2.26,,6.1,220.3,1022.4,41.8,90.2,,,0,,2020-03-24T06:55:16,2020-03-24T19:18:47,0,Partially cloudy,Partly cloudy throughout the day.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-03-25,45.4,24.5,35.1,43.9,20.6,33,28,76.93,0,,4.17,,1.63,3.15,,6.1,104.5,1019,22.9,91.9,,,0,,2020-03-25T06:53:24,2020-03-25T19:20:03,0.01,Partially cloudy,Partly cloudy throughout the day.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-03-26,57,33.3,43.1,57,30.4,41,36.3,78.04,0.12,,16.67,,1.68,3.15,25.1,14.3,191,1011,45.1,88.9,,,0,,2020-03-26T06:51:33,2020-03-26T19:21:18,0.02,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-03-27,48.2,29.2,37.7,45.1,25.6,33.3,26.3,66.56,0.01,,4.17,,0,2.36,20.8,9.6,306.4,1014.9,28.5,90.8,,,0,,2020-03-27T06:49:42,2020-03-27T19:22:33,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-03-28,49,22.9,36.4,45,22.9,33.7,24.5,64.69,0,,0,,0,0,,10.2,84.3,1019.2,20.3,91,,,0,,2020-03-28T06:47:51,2020-03-28T19:23:48,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-03-29,47.6,40.4,43.7,44.3,35.4,39.1,38.7,83.36,0.82,,66.67,,0,0,43.8,10.8,91.5,1010.5,50.1,89.7,,,0,,2020-03-29T06:46:00,2020-03-29T19:25:03,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-03-30,49.2,39.7,45.6,44.8,34.6,42.3,41.2,84.64,0.2,,62.5,,0,0,25.2,10.8,191.8,1010.5,47.4,89.9,,,0,,2020-03-30T06:44:10,2020-03-30T19:26:17,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-03-31,46.6,32.5,38.8,40.9,26.9,32.1,29.5,71.91,0.03,,20.83,,0,0,24.2,14.2,57.3,1018.2,36.1,91.6,,,0,,2020-03-31T06:42:20,2020-03-31T19:27:32,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-04-01,43.4,27.9,35.6,38.9,20.5,30.3,25.3,66.53,0,,4.17,,0,0,21.9,10.8,46,1014.6,40.9,91.7,,,0,,2020-04-01T06:40:30,2020-04-01T19:28:47,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-04-02,49.4,32.7,41.1,44.6,28.1,36.2,29.4,64,0,,0,,0,0,24.3,12.6,320.3,1012.3,42,90.5,,,0,,2020-04-02T06:38:40,2020-04-02T19:30:01,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-04-03,46.3,38.7,43.1,41.7,32.3,37.2,38.8,84.94,0.09,,45.83,,0,0,32.2,16,118.1,1012.9,55.4,91.7,,,0,,2020-04-03T06:36:50,2020-04-03T19:31:16,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-04-04,55.9,37.2,46.1,55.9,31.7,44,36.3,69.66,0.01,,8.33,,0,0,,7.7,78.8,1017,37.8,90.8,,,0,,2020-04-04T06:35:01,2020-04-04T19:32:31,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-04-05,50.4,37.7,45.7,50.4,34.7,43.4,39.8,79.7,0,,0,,0,0,18.3,10.5,256.1,1016.2,44.3,90.6,,,0,,2020-04-05T06:33:13,2020-04-05T19:33:45,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-04-06,54.7,26.3,41.9,54.7,26.3,39.8,25.5,56.44,0,,0,,0,0,27.7,15.9,255.1,1017,9.2,80.5,,,0,,2020-04-06T06:31:24,2020-04-06T19:35:00,0.48,Clear,Clear conditions throughout the day.,clear-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-04-07,56.4,29.6,44,56.4,25.3,42.7,23.3,48.44,0,,0,,0,0,21.9,10.2,255.1,1010.9,11.2,132.9,,,0,,2020-04-07T06:29:36,2020-04-07T19:36:14,0.5,Clear,Clear conditions throughout the day.,clear-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-04-08,48.6,36.3,42.3,47,31.1,39.8,26.9,55.17,0,,0,,0,0,,8.4,129.6,1003.1,44,89.7,,,0,,2020-04-08T06:27:49,2020-04-08T19:37:29,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-04-09,44.1,36.6,40.4,42.1,29.6,36.1,33.6,77.28,0.26,,33.33,,1.23,1.23,27.5,12.3,209.8,992.4,48.3,88.2,,,0,,2020-04-09T06:26:02,2020-04-09T19:38:43,0.52,"Snow, Partially cloudy",Partly cloudy throughout the day with snow in the morning and afternoon.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-04-10,41,32.9,37.2,32.8,25.2,29.3,28.9,72.58,0.03,,25,,1.12,1.97,30.8,18.8,288.7,994.1,48.8,89.1,,,0,,2020-04-10T06:24:16,2020-04-10T19:39:58,0.54,"Snow, Partially cloudy",Partly cloudy throughout the day with morning snow.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-04-11,45.2,28.7,36.8,38.9,20.9,29.7,21.5,55.1,0,,4.17,,0.24,1.18,29.4,16.5,264.7,1009.9,31.4,111.7,,,0,,2020-04-11T06:22:30,2020-04-11T19:41:12,0.58,Partially cloudy,Partly cloudy throughout the day.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-04-12,56,32.4,44.9,56,27,42.3,28.5,54.88,0,,0,,0,0.39,23,9.9,177.7,1014.8,13.5,183.7,,,0,,2020-04-12T06:20:45,2020-04-12T19:42:27,0.63,Clear,Clear conditions throughout the day.,clear-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-04-13,60.7,41.7,53.5,60.7,33,52.1,46.6,78.68,0.86,,62.5,,0.74,0.74,38.4,21.9,171.2,998.4,35.1,120.5,,,0,,2020-04-13T06:19:01,2020-04-13T19:43:41,0.68,"Snow, Partially cloudy",Partly cloudy throughout the day with a chance of snow throughout the day.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-04-14,43.9,35.8,39.4,36.6,28.5,31.7,21,48.3,0,,4.17,,1.02,1.21,36.9,19.3,240.5,1014.6,40.7,90.7,,,0,,2020-04-14T06:17:17,2020-04-14T19:44:56,0.73,Partially cloudy,Partly cloudy throughout the day.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-04-15,38.3,28.9,33.3,29.8,20.9,25.5,22.6,66.39,0.04,,25,,0.37,1.58,29.4,14.4,254.4,1013.5,31.3,90.1,,,0,,2020-04-15T06:15:34,2020-04-15T19:46:10,0.78,"Snow, Partially cloudy",Partly cloudy throughout the day with late afternoon snow.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-04-16,39.9,21.5,31.3,31,16.3,24.4,20.6,67.47,0,,4.17,,0.2,0.91,30,17.4,246.8,1016.9,22.4,91.6,,,0,,2020-04-16T06:13:51,2020-04-16T19:47:25,0.83,Partially cloudy,Partly cloudy throughout the day.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-04-17,43.3,28,35.4,37.5,20.3,28.6,20,54.79,0,,0,,0.24,0.39,29.5,14.1,245.8,1018.4,38.4,90.9,,,0,,2020-04-17T06:12:10,2020-04-17T19:48:39,0.88,Partially cloudy,Partly cloudy throughout the day.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-04-18,48.8,23.2,37.5,44.7,23.2,34.6,21.4,55.97,0,,0,,0,0,23.3,15.7,278.3,1011.1,13.2,90.4,,,0,,2020-04-18T06:10:29,2020-04-18T19:49:54,0.91,Clear,Clear conditions throughout the day.,clear-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-04-19,51.6,36,42.1,51.6,27.6,35.9,33.4,71.94,0.07,,29.17,,0,0,32.5,19.1,231,1004.3,31.9,90.8,,,0,,2020-04-19T06:08:49,2020-04-19T19:51:08,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-04-20,44.1,25.5,34,42.5,18.1,30.1,18.1,54.94,0,,4.17,,0,0,26.8,13.1,219.9,1008.3,5.5,90.1,,,0,,2020-04-20T06:07:10,2020-04-20T19:52:23,0.97,Clear,Clear conditions throughout the day.,clear-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-04-21,44.5,27.9,36.3,36.5,19.8,29.4,22.8,59.75,0.13,,25,,0.28,0.28,35.7,22.8,208.7,996.9,30.6,88.8,,,0,,2020-04-21T06:05:31,2020-04-21T19:53:37,0.99,"Snow, Partially cloudy",Partly cloudy throughout the day with morning snow.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-04-22,39.2,23.7,31.1,30.3,11.1,20.7,11,44.66,0.02,,12.5,,0.22,0.5,34,21,286.8,1008.3,32.9,90.1,,,0,,2020-04-22T06:03:54,2020-04-22T19:54:51,1,"Snow, Partially cloudy",Partly cloudy throughout the day with early morning snow.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-04-23,46.4,23.9,34.9,45.4,18.1,30.3,8,34.11,0,,0,,1.13,1.18,19.7,8.9,245.3,1016.2,1.6,90.8,,,0,,2020-04-23T06:02:18,2020-04-23T19:56:05,0,Clear,Clear conditions throughout the day.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-04-24,49.3,28.5,39.7,44.5,24.5,35.7,14.6,37.83,0,,0,,0,0,21.9,13.9,107.8,1012.5,32.1,90.5,,,0,,2020-04-24T06:00:42,2020-04-24T19:57:19,0.01,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-04-25,58.9,26.5,44.6,58.9,26.5,43.8,19.9,43.72,0,,0,,0,0,,6.3,123.8,1017.7,5.5,90.9,,,0,,2020-04-25T05:59:08,2020-04-25T19:58:33,0.03,Clear,Clear conditions throughout the day.,clear-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-04-26,53.1,39.3,46.6,53.1,36.8,43.5,23,39.64,0.2,,50,,0,0,29.6,14.6,55.6,1017.8,43.5,90.8,,,0,,2020-04-26T05:57:35,2020-04-26T19:59:47,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-04-27,50.3,38.5,45.7,50.3,35.9,41.7,23.9,42.49,0,,4.17,,0,0,23.4,12.9,57,1019.3,49.2,91.1,,,0,,2020-04-27T05:56:03,2020-04-27T20:01:01,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-04-28,57.3,28.3,44.3,57.3,28.3,43.7,24.8,52.16,0,,4.17,,0,0,17.2,7.4,92.3,1020.9,4,91.2,,,0,,2020-04-28T05:54:32,2020-04-28T20:02:15,0.13,Clear,Clear conditions throughout the day.,clear-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-04-29,64.9,34.9,51.5,64.9,31.7,50.6,29.9,45.09,0,,0,,0,0,47.2,14.6,99.9,1019.1,23.3,91,,,0,,2020-04-29T05:53:02,2020-04-29T20:03:28,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-04-30,58.2,52.5,55.9,58.2,52.5,55.9,45.9,69.71,0.35,,54.17,,0,0,40.3,17.3,127.8,1010.8,41.8,85.2,,,0,,2020-04-30T05:51:33,2020-04-30T20:04:41,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-05-01,55.6,41.7,52.8,55.6,41.7,52.7,46.6,80.61,0.14,,33.33,,0,0,23.2,15,241.5,1007.5,47.6,84.6,,,0,,2020-05-01T05:50:06,2020-05-01T20:05:54,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-05-02,63.5,34.3,50.1,63.5,34.3,50,38.3,67.6,0.02,,12.5,,0,0,28.1,13,201.5,1012.9,13.3,118.6,,,0,,2020-05-02T05:48:40,2020-05-02T20:07:07,0.34,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"CXKE,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-05-03,69.3,44.4,57.8,69.3,44.4,57.7,41.9,60.02,0.03,,12.5,,0,0,27.7,18.3,238.9,1004.4,21,117.8,,,0,,2020-05-03T05:47:15,2020-05-03T20:08:20,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"CXKE,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-05-04,50.3,38.3,45,50.3,31.4,39.9,32.4,62.13,0.01,,4.17,,0,0,22.4,14.2,314.3,1009.5,34.4,104.4,,,0,,2020-05-04T05:45:52,2020-05-04T20:09:32,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-05-05,51.6,30.1,40.1,51.6,22.6,35.4,23.8,52.97,0,,0,,0,0,21.9,11,312.6,1015.2,18.3,91.8,,,0,,2020-05-05T05:44:30,2020-05-05T20:10:44,0.47,Clear,Clear conditions throughout the day.,clear-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-05-06,55.6,29.6,43.6,55.6,29.6,43.5,27,56.35,0,,0,,0,0,16.1,8.7,219,1012.7,8.2,90.5,,,0,,2020-05-06T05:43:10,2020-05-06T20:11:56,0.49,Clear,Clear conditions throughout the day.,clear-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-05-07,59.1,32,44.4,59.1,31.8,42.7,29,59.17,0.07,,16.67,,0,0,28,18.2,269.5,1006.8,25.7,90,,,0,,2020-05-07T05:41:50,2020-05-07T20:13:07,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-05-08,40.3,31.5,35.9,36.6,27.7,31.4,27.9,73.55,0.01,,4.17,,0.74,0.74,27.7,12.2,294.3,1007.6,44.3,89.8,,,0,,2020-05-08T05:40:33,2020-05-08T20:14:18,0.51,"Snow, Partially cloudy",Partly cloudy throughout the day with afternoon snow.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-05-09,39.9,27.7,34.6,32.4,18.6,26,17.6,49.79,0.03,,29.17,,0.44,1.18,32.1,18.2,295,1008.8,43,89.7,,,0,,2020-05-09T05:39:17,2020-05-09T20:15:29,0.53,"Snow, Partially cloudy",Partly cloudy throughout the day with afternoon snow.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-05-10,48.8,34.6,41.6,43.2,27.8,35.2,27.2,57.31,0.03,,25,,0.85,1.18,28.5,16,245.2,1012.2,47.6,90.4,,,0,,2020-05-10T05:38:02,2020-05-10T20:16:39,0.56,"Snow, Partially cloudy",Partly cloudy throughout the day with late afternoon snow.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-05-11,44.9,36.4,40,39.2,32.1,36,30.5,69.53,0,,4.17,,0,0,17.2,11.1,228.8,1011.8,50.3,90.4,,,0,,2020-05-11T05:36:49,2020-05-11T20:17:48,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-05-12,44.8,31.9,38.9,40.2,27.3,33.7,20.4,49.12,0.03,,12.5,,0.74,0.74,29.3,13.5,284.6,1016.5,26.1,90.8,,,0,,2020-05-12T05:35:38,2020-05-12T20:18:58,0.65,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-05-13,56.4,30,43.7,56.4,24.7,40.4,22.4,47.82,0,,0,,0.44,1.18,25.3,12.5,264.5,1023.9,3.3,91.4,,,0,,2020-05-13T05:34:29,2020-05-13T20:20:06,0.7,Clear,Clear conditions throughout the day.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-05-14,63.1,31.4,50.5,63.1,27.8,48.8,26.3,42.53,0,,0,,0,0.39,19.5,9.6,209.5,1021.6,20.7,91.2,,,0,,2020-05-14T05:33:21,2020-05-14T20:21:14,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-05-15,56,49.3,53.2,56,49.3,53.2,47.9,84.42,0.88,,54.17,,0,0,24.5,9.8,190.8,1010.9,55.5,87.8,,,0,,2020-05-15T05:32:15,2020-05-15T20:22:21,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-05-16,59.7,48.5,53.8,59.7,47.6,53.6,45.6,74.91,0,,0,,0,0,,9.2,279.5,1019.9,55,90.5,,,0,,2020-05-16T05:31:10,2020-05-16T20:23:28,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
